110,BRUTA,BRUTA
111,BRUTO,BRUTO
112,BUSCA,BUSCA
930,CBCA,CABECA
113,CABE,CABECALHO
114,CABC,CABECEIRA
987,CABO,CABO
115,CACHE,CACHE
949,CDTD,CADASTRADO
1508,CDTR,CADASTRO
2084,CEI,CADASTRO.ESPECIFICO.DO.INSS
116,CDNT,CADERNETA
2086,CDNH,CADINHO
117,CAIXA,CAIXA
1863,CLDO,CALCADO
2287,CALD,CALCULADA
2292,CALD,CALCULADO
118,CALC,CALCULO
119,CLND,CALENDARIO
1500,CLBC,CALIBRACAO
120,CBIA,CAMBIAL
121,CAME,CAMERA
1369,CMNH,CAMINHO
1988,CAMP,CAMPEONATO
2042,CAMPO,CAMPO
1353,CANAL,CANAL
1246,CNCL,CANCELADA
1245,CNCL,CANCELADO
122,CANC,CANCELAMENTO
123,CDDT,CANDIDATO
2106,CAPA,CAPA
124,CAPC,CAPACIDADE
125,CAPI,CAPITAL
2353,CPTZ,CAPITALIZACAO
1387,CPTD,CAPTADOR
1507,CHRT,CARACTER
126,CRCT,CARACTERISTICA
1217,CTZD,CARACTERIZADA
1299,CARE,CARENCIA
127,CARGA,CARGA
128,CARGO,CARGO
1470,CRGD,CARREGADA
1469,CRGD,CARREGADO
129,CRGT,CARREGAMENTO
1525,CRTA,CARRETA
130,CARRO,CARRO
1372,CARRY_OVER,CARRY_OVER
1945,CARTA,CARTA
969,CART,CARTAO
1570,CRTR,CARTEIRA
131,CTLG,CATALOGO
132,CATG,CATEGORIA
133,CAUDA,CAUDA
134,CAUSA,CAUSA
135,CAUD,CAUSADOR
2247,CCC,CCC
136,CCO,CCO
1704,CCP,CCP
1822,CDID,CEDIDO
2083,CEI,CEI
1894,CLLA,CELULA
1520,CLLR,CELULAR
1949,CNRO,CENARIO
137,CNTR,CENTRO
1939,CLM,CENTRO.LOGISTICA.MANUTENCAO
138,CEP,CEP
2080,CERCA,CERCA
1512,CTFC,CERTIFICACAO
1637,CTFD,CERTIFICADO
139,CSNT,CESSANTE
1956,CESTA,CESTA
1678,CFOP,CFOP
1682,CGC,CGC
2278,CHMD,CHAMADA
2277,CHMD,CHAMADO
2297,CMDR,CHAMADOR
140,CHCL,CHANCELA
1911,CHSI,CHASSI
141,CHAVE,CHAVE
1450,CHECKSUM,CHECKSUM
142,CHGD,CHEGADA
1995,CCLC,CICLICO
143,CICLO,CICLO
144,CIDD,CIDADE
979,CIF,CIF
145,CCUI,CIRCUITO
146,CIRC,CIRCULACAO
147,CRCD,CIRCULANDO
148,CRCL,CIRCULANTE
1869,CRCC,CIRCUNSCRICAO
149,CIVIL,CIVIL
150,CLAS,CLASSE
151,CLSF,CLASSIFICACAO
152,CLFC,CLASSIFICADO
2243,CLSL,CLAUSULA
153,CLIE,CLIENTE
1730,CLIMA,CLIMA
154,CLIP,CLIPPING
941,CSTR,CLUSTER
2053,CMRO,CMRO
2128,CNAE,CNAE
1521,CNH,CNH
1506,CNPJ,CNPJ
155,CBTR,COBERTURA
1638,CBCD,COBICADA
1635,CBCD,COBICADO
157,CBRD,COBRADA
156,CBRD,COBRADO
158,COBR,COBRANCA
2302,COCP1,COCP1
2303,COCP2,COCP2
2304,COCP3,COCP3
2307,COCP4,COCP4
1317,CDFC,CODIFICACAO
159,CD,CODIGO
160,COFINS,COFINS
1332,CLBD,COLABORADOR
161,COLE,COLECAO
162,CLGD,COLEGIADA
163,CLTA,COLETA
2234,CLTV,COLETIVO
1657,CLTR,COLETOR
164,CLCD,COLOCADA
165,COLU,COLUNA
995,CMDD,COMANDADA
994,CMDD,COMANDADO
166,CMDO,COMANDO
2074,CBNC,COMBINACAO
167,CMBT,COMBUSTIVEL
1201,CMTR,COMENTARIO
168,CMRC,COMERCIAL
1931,CMSS,COMISSAO
2151,CMTE,COMITE
1550,CPCT,COMPACTACAO
169,CMPN,COMPANHIA
1770,CPRC,COMPARACAO
170,CPTB,COMPATIBILIDADE
171,CPTV,COMPATIVEL
1304,CPSC,COMPENSACAO
1443,CPTC,COMPETENCIA
172,CPMT,COMPLEMENTAR
173,CMPT,COMPLEMENTO
175,CMPL,COMPLETA
174,CMPL,COMPLETO
176,CPXD,COMPLEXIDADE
177,CPNT,COMPONENTE
178,CMPS,COMPOSICAO
1772,CPST,COMPOSTA
1771,CPST,COMPOSTO
179,CMPR,COMPRA
1921,CPRD,COMPRADA
1920,CPRD,COMPRADO
180,CMPD,COMPRADOR
181,CP,COMPRIMENTO
182,CPMD,COMPROMETIDO
1582,CPMS,COMPROMISSADO
1583,CPMS,COMPROMISSO
183,CPVT,COMPROVANTE
1548,CMPU,COMPUTADOR
184,CMNC,COMUNICACAO
185,CMND,COMUNIDADE
1651,CMTC,COMUTACAO
1851,CCDT,CONCEDENTE
1801,CCDD,CONCEDIDA
1800,CCDD,CONCEDIDO
186,CONC,CONCEITO
1996,CCTD,CONCENTRADOR
1997,CCTD,CONCENTRADORA
1333,CNPC,CONCEPCAO
187,CCSS,CONCESSAO
188,CNCD,CONCLUIDO
2044,CNCR,CONCLUIR
189,CNCS,CONCLUSAO
2267,CVS,CONCURRENT.VERSION.SYSTEM
190,CNDC,CONDICAO
2338,CDUC,CONDUCAO
1187,CNDT,CONDUTA
1999,CNDR,CONDUTOR
2221,CNCT,CONECTOR
191,CONX,CONEXAO
2133,CFBL,CONFIABILIDADE
1963,CFDC,CONFIDENCIAL
192,CONF,CONFIGURACAO
193,CFMC,CONFIRMACAO
2355,CNFC,CONFISCO
1214,CFMD,CONFORMIDADE
1896,CGLD,CONGELADA
1895,CGLD,CONGELADO
194,CONH,CONHECIMENTO
2009,CTE,CONHECIMENTO.TRANSPORTE.ELETRONICO
1960,CNJT,CONJUNTO
1817,CSLR,CONSELHEIRO
2284,CSLH,CONSELHO
195,CRQ,CONSELHO.REGIONAL.QUIMICA
197,CSQC,CONSEQUENCIA
1912,CSVC,CONSERVACAO
1737,CSDR,CONSIDERA
1796,CSND,CONSIGNADA
1795,CSND,CONSIGNADO
1604,CSLC,CONSOLIDACAO
198,CSLD,CONSOLIDADA
2129,CNTC,CONSTITUICAO
199,CONS,CONSULTA
2312,CNST,CONSULTOR
2315,CNST,CONSULTORA
1917,CSMD,CONSUMIDA
1916,CSMD,CONSUMIDO
1783,CSMR,CONSUMIDOR
200,CNSM,CONSUMO
201,CONTA,CONTA
202,CTBL,CONTABIL
1959,CTBD,CONTABILIDADE
1888,CTBZ,CONTABILIZACAO
1551,CONT,CONTADOR
203,CNTG,CONTAGEM
1538,COTN,CONTAINER
204,CNTT,CONTATO
1537,COTN,CONTEINER
1557,CTUD,CONTEUDO
1936,CNTX,CONTEXTO
1359,CTGC,CONTINGENCIA
205,CNTN,CONTINUO
2155,CNTA,CONTRA
2336,COTR,CONTRARIA
2337,COTR,CONTRARIO
2050,CTTC,CONTRATACAO
206,CTTD,CONTRATADO
207,CNTO,CONTRATO
208,CTBC,CONTRIBUICAO
209,CTRB,CONTRIBUINTE
210,CTBT,CONTRIBUTORIA
211,CTDA,CONTROLADA
212,CTDO,CONTROLADO
213,CTLD,CONTROLADOR
2082,CTLR,CONTROLADORIA
214,CTRL,CONTROLE
2162,CVCN,CONVENCIONAL
215,CVNO,CONVENIO
1973,CVGC,CONVERGENCIA
216,CVSC,CONVERSACAO
217,CVRS,CONVERSAO
1833,CVDD,CONVIDADA
1832,CVDD,CONVIDADO
1392,CVCC,CONVOCACAO
1212,CORD,COORDENACAO
1440,COOR,COORDENADA
1365,CODR,COORDENADOR
218,COPIA,COPIA
219,COR,COR
1554,CORPO,CORPO
1695,CPRT,CORPORATIVA
1694,CPRT,CORPORATIVO
220,CORC,CORRECAO
991,CDOR,CORREDOR
221,CRLD,CORRELACIONADO
222,CRRT,CORRENTE
223,CORR,CORRENTISTA
224,CRPD,CORRESPONDENTE
1375,CRTV,CORRETIVA
2226,CRRD,CORRIDA
225,CORG,CORRIGIDA
980,CIF,COST.INSURANCE.FREIGHT
1479,COTA,COTA
226,COTC,COTACAO
1677,COUNT,COUNT
227,CPF,CPF
228,CPMF,CPMF
1308,CPTM,CPTM
229,CPU,CPU
2079,CRDT,CREDITADO
230,CRED,CREDITO
231,CREM,CREMALHEIRA
2326,CRMT,CRESCIMENTO
232,CRIA,CRIACAO
233,CRDR,CRIADOR
234,CRIT,CRITERIO
1248,CRTC,CRITICA
2202,CTCB,CRITICABILIDADE
1927,CTCD,CRITICIDADE
1247,CRTC,CRITICO
235,CRNG,CRONOGRAMA
236,CRZM,CRUZAMENTO
237,CRZD,CRUZANDO
238,CRZE,CRUZEIRO
239,CSLL,CSLL
1928,CMLV,CUMULATIVO
1861,CURSO,CURSO
240,CURTO,CURTO
241,CURVA,CURVA
1380,CUST,CUSTEIO
242,CUSTO,CUSTO
1754,CVCP,CUSTO.VARIAVEL.CURTO.PRAZO
243,CTMZ,CUSTOMIZACAO
2266,CVS,CVS
244,DADO,DADO
245,DANO,DANO
246,DT,DATA
247,DDD,DDD
248,DBTR,DEBENTURE
1835,DBTV,DEBITAVEL
249,DBTO,DEBITO
2034,DCND,DECENDIO
2006,DCLR,DECLARACAO
250,DECL,DECLARADO
251,DCLI,DECLINIO
252,DEFT,DEFEITO
1564,DFSV,DEFENSIVA
1856,DEFC,DEFICIENCIA
253,DFNC,DEFINICAO
1773,DFTV,DEFINITIVA
1027,DFTV,DEFINITIVO
254,DGAU,DEGRAU
255,DXDA,DEIXADA
256,DLGC,DELEGACAO
257,DLGD,DELEGADOR
1334,DLMD,DELIMITADO
258,DMAI,DEMAIS
259,DEMD,DEMANDA
260,DMSS,DEMISSAO
1197,DMON,DEMONSTRATIVO
261,DNSD,DENSIDADE
2196,DNCA,DENUNCIA
262,DPTO,DEPARTAMENTO
263,DPDT,DEPENDENTE
264,DEPS,DEPOSITO
265,DPCC,DEPRECIACAO
1653,DRVD,DERIVADA
1652,DRVD,DERIVADO
1545,DSBL,DESABILITACAO
1544,DSBL,DESABILITADO
2195,DSNX,DESANEXACAO
266,DSTV,DESATIVAR
267,DCSO,DESCANSO
268,DCRG,DESCARGA
269,DSCD,DESCARREGADO
270,DSCG,DESCARREGAR
271,DCLM,DESCARRILAMENTO
272,DCRL,DESCARRILAR
1477,DCDT,DESCENDENTE
2111,DCID,DESCIDA
273,DESC,DESCONTO
274,DC,DESCRICAO
275,DESD,DESDOBRAMENTO
1459,DEXM,DESEIXAMENTO
1237,DSJD,DESEJADA
1236,DSJD,DESEJADO
1324,DSBS,DESEMBOLSO
276,DSPH,DESEMPENHO
277,DSNH,DESENHO
2069,DSVR,DESENVOLVEDOR
278,DSVM,DESENVOLVIMENTO
1729,DFVL,DESFAVORAVEL
2177,DSGT,DESGASTE
279,DESL,DESLOCAMENTO
280,DPCD,DESPACHADO
281,DSPC,DESPACHADOR
282,DPCH,DESPACHO
2115,DEPC,DESPERDICIO
283,DESP,DESPESA
284,DSTM,DESTACAMENTO
285,DSTQ,DESTAQUE
1216,DTND,DESTINADA
1215,DTND,DESTINADO
287,DSTN,DESTINATARIA
286,DSTN,DESTINATARIO
288,DEST,DESTINO
2116,DTRZ,DESTREZA
1475,DSVI,DESVIO
289,DTLH,DETALHE
290,DVID,DEVIDO
291,DEVL,DEVOLUCAO
292,DI,DIA
1661,DGNT,DIAGNOSTICO
293,DG,DIAGONAL
294,DGRM,DIAGRAMA
295,DM,DIAMETRO
1533,DIAR,DIARIA
1535,DIAR,DIARIO
2201,DCNR,DICIONARIO
1196,DIES,DIESEL
296,DIFR,DIFERENCA
297,DFRC,DIFERENCIADOR
1300,DFRD,DIFERIDO
298,DFCD,DIFICULDADE
299,DGTC,DIGITACAO
300,DGTL,DIGITAL
301,DGTO,DIGITO
302,DV,DIGITO.VERIFICADOR
304,DMNS,DIMENSAO
1474,DMNT,DIMENSIONAMENTO
1250,DNMC,DINAMICA
1249,DNMC,DINAMICO
305,DIRC,DIRECAO
1496,DCNM,DIRECIONAMENTO
307,DRTO,DIREITA
306,DRTO,DIREITO
2049,DIRT,DIRETA
308,DRTV,DIRETIVO
2048,DIRT,DIRETO
1517,DRTR,DIRETOR
1516,DRTR,DIRETORIA
309,DTRO,DIRETORIO
2240,DCPN,DISCIPLINAR
310,DISCO,DISCO
1649,DJTR,DISJUNTOR
1650,DJTR,DISJUNTORA
311,DSPR,DISPARO
2271,DPND,DISPENDIO
312,DSPB,DISPONIBILIDADE
2204,DPBZ,DISPONIBILIZACAO
313,DSPN,DISPONIVEL
1821,DPSC,DISPOSICAO
314,DISP,DISPOSITIVO
2269,DSMN,DISSEMINAR
1448,DS,DISTANCIA
315,DTBC,DISTRIBUICAO
968,DTBD,DISTRIBUIDA
316,DVGC,DIVERGENCIA
2138,DVGT,DIVERGENTE
317,DVRS,DIVERSO
318,DIVD,DIVIDA
972,DVDD,DIVIDENDO
2156,DNS,DNS
1860,DODR,DOADOR
1880,DODR,DOADORA
1555,DOCA,DOCA
319,DOCM,DOCUMENTO
2314,DCL,DOCUMENTO.CARGA.LOTACAO
1594,DMGO,DOMINGO
320,DMNC,DOMINICAL
321,DOMN,DOMINIO
2081,DRMT,DORMENTE
322,DRIVE,DRIVE
323,DRVR,DRIVER
2224,DUAL,DUAL
2078,DLCT,DUPLICATA
324,DU,DURACAO
2318,EVM,EARNED.VALUE.MANAGEMENT
1926,EBIT,EBIT
1925,EBITDA,EBITDA
2052,EBS,EBS
326,ECNM,ECONOMICA
325,ECNM,ECONOMICO
2239,EDTV,EDUCATIVA
2354,EFTO,EFEITO
1194,EFTV,EFETIVA
1971,EFVD,EFETIVIDADE
1251,EFTV,EFETIVO
1900,EFTD,EFETUADA
1899,EFTD,EFETUADO
1390,EFCC,EFICACIA
1223,EIXM,EIXAMENTO
327,EIXO,EIXO
2329,ELTR,ELEITORAL
328,ELMT,ELEMENTO
1648,ELET,ELETRICA
1646,ELET,ELETRICO
929,ELEL,ELETROELETRONICA
928,ELEL,ELETROELETRONICO
1026,ELTC,ELETRONICA
1025,ELTC,ELETRONICO
2309,ELMD,ELIMINADA
2308,ELMD,ELIMINADO
329,EMAIL,EMAIL
330,EMBL,EMBALAGEM
1012,EBCD,EMBARCADA
1011,EBCD,EMBARCADO
1488,EMBQ,EMBARQUE
1689,EMGC,EMERGENCIA
331,EMSS,EMISSAO
1866,EMSR,EMISSOR
332,EMTT,EMITENTE
333,EMTD,EMITIDO
1966,EMPN,EMPENHO
334,EMPG,EMPREGADO
1873,EMPO,EMPREGO
335,EMPR,EMPRESA
336,EMPT,EMPRESTIMO
337,ENCT,ENCAMINHAMENTO
2250,ENCG,ENCARGO
338,ECRD,ENCERRADA
339,ECRM,ENCERRAMENTO
2298,ECRN,ENCERRANTE
1910,ECMD,ENCOMENDA
340,ENDE,ENDERECO
341,ENER,ENERGIA
342,ENGT,ENGATE
2071,EGNH,ENGENHARIA
1206,EGNG,ENGRENAGEM
1759,ELNR,ENLONAR
1497,ENQT,ENQUETE
343,ENSC,ENSACADA
344,ENSA,ENSAIO
345,ENSI,ENSINO
1882,ESB,ENTERPRISE.SERVICE.BUS
346,ENTI,ENTIDADE
347,ENTR,ENTRADA
348,ENTRE,ENTRE
2126,ENTG,ENTREGA
2127,ENTG,ENTREGUE
349,ETCM,ENTRONCAMENTO
350,ENUM,ENUMERADO
352,ENVD,ENVIADA
351,ENVD,ENVIADO
353,ENVIO,ENVIO
1252,EVVD,ENVOLVIDA
1195,EVVD,ENVOLVIDO
354,EVVM,ENVOLVIMENTO
365,EPL,EPL
1842,EPS,EPS
355,EQPG,EQUIPAGEM
356,EQPT,EQUIPAMENTO
1623,EQIP,EQUIPE
1660,ERP,ERP
357,ERRO,ERRO
1864,ESB,ESB
358,ESCL,ESCALA
1203,ECLD,ESCALADA
1020,ESCD,ESCALONADO
2255,ESCM,ESCALONAMENTO
1327,ESCP,ESCOPO
1875,ESCR,ESCRITA
1341,ESCT,ESCRITORIO
359,ECTR,ESCRITURAL
360,ESFO,ESFORCO
361,EPNH,ESPANHOL
362,ESPC,ESPECIAL
1974,ESPL,ESPECIALIDADE
1641,EPCF,ESPECIFICA
363,ESPE,ESPECIFICACAO
364,EPL,ESPECIFICACAO.PRODUTO.LIMPEZA
1640,EPCF,ESPECIFICO
947,EPLM,ESPELHAMENTO
1924,EPLO,ESPELHO
1340,ESPD,ESPERADA
1339,ESPD,ESPERADO
366,ES,ESPESSURA
367,EPRL,ESPIRAL
368,ESQM,ESQUEMA
370,ESQD,ESQUERDA
369,ESQD,ESQUERDO
371,ESSBASE,ESSBASE
372,ESTB,ESTABELECIMENTO
373,ESTC,ESTACAO
374,ETCN,ESTACIONADO
375,ETDI,ESTADIA
376,ESTD,ESTADO
377,ETDL,ESTADUAL
1750,ETAG,ESTAGIARIA
1749,ETAG,ESTAGIARIO
2105,ETLR,ESTALEIRO
2217,ESTP,ESTAMPA
2319,ETPG,ESTAMPAGEM
1268,ETTC,ESTATICA
1133,ETTC,ESTATICO
378,ESTT,ESTATISTICO
2349,ETVL,ESTAVEL
1240,ETMD,ESTIMADA
1239,ETMD,ESTIMADO
2031,ETMT,ESTIMATIVA
2035,ETML,ESTIMULO
379,ESTQ,ESTOQUE
380,ESTO,ESTORNO
1872,ESTG,ESTRANGEIRA
1871,ESTG,ESTRANGEIRO
381,ETTG,ESTRATEGICO
382,ESTL,ESTRELA
383,ESTR,ESTRUTURA
1467,ESTU,ESTUDO
384,ETAPA,ETAPA
1758,ETICA,ETICA
1672,ETLM,ETILOMETRO
385,ETIQ,ETIQUETA
386,EVNT,EVENTO
1691,EVTL,EVENTUAL
1675,EXAME,EXAME
387,EXST,EXAUSTAO
388,EXCC,EXCECAO
1893,ECDT,EXCEDENTE
2281,ECDR,EXCEDER
389,EXPC,EXCEPCIONAL
390,EXSS,EXCESSO
391,ECTC,EXCITACAO
392,ECTT,EXCITATRIZ
2220,EXCD,EXCLUIDO
393,EXCL,EXCLUSAO
2062,EXCS,EXCLUSIVA
2061,EXCS,EXCLUSIVO
394,EXEC,EXECUCAO
1455,EXTD,EXECUTADA
1453,EXTD,EXECUTADO
1364,EXTT,EXECUTANTE
395,EXCT,EXECUTOR
396,EXRC,EXERCER
1303,EXER,EXERCICIO
397,EXIB,EXIBICAO
1958,EXGC,EXIGENCIA
398,EXGV,EXIGIVEL
1271,EXIS,EXISTENCIA
1272,EXIS,EXISTENTE
399,EPAN,EXPANDIDO
943,EXPN,EXPANSAO
400,EXPD,EXPEDICAO
401,EPDD,EXPEDIDOR
402,EXPE,EXPERIENCIA
403,EXPI,EXPIRACAO
976,EPRD,EXPIRADO
1460,EPLC,EXPLICACAO
404,EXPT,EXPORTACAO
407,EXPS,EXPRESSA
405,EXPR,EXPRESSAO
406,EXPS,EXPRESSO
408,EXTS,EXTENSAO
409,EXTE,EXTERIOR
1622,EXTN,EXTERNA
1621,EXTN,EXTERNO
1828,EXTRA,EXTRA
410,EXTR,EXTRATO
411,FABC,FABRICACAO
1919,FABD,FABRICADA
1918,FABD,FABRICADO
412,FABR,FABRICANTE
2113,FACL,FACILIDADE
413,FACI,FACILITADOR
